0.76,0.31,0
0.56,0.59,0
1.06,0,0
0.77,0.45,0
0.43,0.69,0
0.34,0.68,0
0.38,0.29,0
0.07,0,0
0.87,2.71,0
1.83,0.83,0
0.88,0.21,0
0.34,0.36,0
0.1,1.97,0
2.89,0.27,0
0.99,0,0
0.39,0.12,0
0.48,0.97,0
1.51,0.07,0
0.78,0.07,0
1.09,0.41,0
1.66,0.42,0
1.17,1.11,0
0.27,0.48,0
0.85,0.81,0
2.21,0,0
1.35,0.55,0
0.06,0.7,0
0.15,0.23,0
0.87,3.16,0
0.27,0.55,0
2.47,0.48,0
1.3,0.7,0
0.78,1.41,0
1.5,1.13,0
1.33,0.09,0
0.34,1.63,0
1.02,1,0
0.83,1.92,0
1.52,0.6,0
0.49,2.03,0
0.08,0.09,0
1.5,1.11,0
0.57,2.47,0
0.12,0.91,0
0.4,1,0
0.16,0.08,0
0.59,0.87,0
0.13,1.07,0
0.51,3.68,0
0.11,0.41,0
2.33,2.13,0
2.05,1.38,0
0.16,1.45,0
0.55,0.12,0
0.66,2.8,0
0.8,0.21,0
0.44,0.13,0
0.51,0.28,0
0.43,0,0
0.86,2.1,0
0.21,0.46,0
1,1.37,0
1.17,0.89,0
0.13,0.11,0
0.88,1.36,0
0.33,0.09,0
2.24,1.78,0
0.22,0.56,0
0.56,1.23,0
3.1,0.12,0
0.06,0,0
2.35,0.92,0
1.25,1.32,0
0.22,1.02,0
1.96,0.46,0
0.9,3.51,0
1.12,0.45,0
0.36,1.32,0
1.42,1.79,0
1.2,0.27,0
1.17,0.79,0
0.72,1.07,0
2.83,0.4,0
1.05,0.52,0
0.41,0.4,0
0.79,0.56,0
2.05,0.52,0
1.39,0.45,0
0.38,1.01,0
0.5,1.36,0
0.06,0.57,0
0.93,0.35,0
1.5,1.3,0
2.37,0.06,0
0.93,0.23,0
1.02,1.2,0
0.63,0.26,0
0.9,0.59,0
0.79,0.71,0
2.29,0.59,0
0.55,0.03,0
0.56,0.35,0
0.48,0,0
0.29,0.06,0
0.2,0.17,0
1.55,0.35,0
0.2,0.4,0
0.66,0.2,0
0.99,0.4,0
1.24,0.17,0
0.39,0.43,0
0.27,0,0
3.06,0,0
0.61,0.19,0
4.86,0.76,0
0.8,0.46,0
1.8,0.36,0
1.57,0.48,0
0.49,0.09,0
0.61,1.62,0
1.5,1.37,0
0.18,0.26,0
1.03,0.05,0
0.47,0.47,0
1.28,0.47,0
1.1,1.17,0
3.28,1.94,0
3.15,1.7,0
0.4,0.41,0
0.08,0.22,0
0.15,0.44,0
1.38,1.39,0
0.4,0.41,0
0.36,0.31,0
1.79,1.09,0
0.12,0.75,0
0.1,0.56,0
0.37,0.47,0
1.64,0.13,0
0.27,0,0
0.66,0.11,0
1.84,0.35,0
0.49,0.92,0
0.59,0.29,0
0.4,0,0
0.43,0.03,0
0.12,0.05,0
2.91,0.55,0
0.26,0.78,0
0.22,0,0
0.18,0.37,0
1,0.22,0
1.27,0.84,0
0.34,0,0
0.47,0.63,0
1.6,1.17,0
0.25,1.65,0
0.85,0.05,0
0.32,0,0
1.41,0.29,0
0.4,1.38,0
0.66,0.64,0
0.36,0.24,0
0.57,0.5,0
0.65,0.48,0
0.17,0.43,0
0.33,0,0
0.33,0.33,0
1.27,0.25,0
0.39,0.24,0
0.85,0.06,0
0.16,2.83,0
1.61,0.59,0
1.54,0.89,0
