2.7,2
2.75,2
2.77,2
2.72,2
2.69,2
2.67,2
2.69,2
2.7,2
2.67,2
2.62,2
2.58,2
2.56,2
2.52,2
2.47,2
2.41,2
2.35,2
2.24,2
2.44,2
2.7,2
2.66,2
2.68,2
2.65,2
2.58,2
2.56,2
2.39,2
2.25,2
2.14,2
2.25,2
2.42,2
2.43,2
2.42,2
2.39,2
2.28,2
2.18,2
2.11,2
2.03,2
1.96,2
1.92,2
1.95,2
2.03,2
2.01,2
2.02,2
2.03,2
2.09,2
2.08,2
1.95,2
1.95,2
1.95,2
1.91,2
1.91,2
2.06,2
1.96,2
2.03,2
2.09,2
2,2
1.97,2
1.9,2
1.99,2
2.16,2
2.1,2
2.02,2
2.08,2
2.19,2
2.32,2
2.43,2
2.58,2
2.48,2
2.48,2
2.45,2
2.35,2
2.35,2
2.31,2
2.26,2
2.11,2
2.04,2
1.97,2
1.94,2
1.9,2
1.78,2
1.74,2
1.66,2
1.65,2
1.79,2
1.87,2
1.98,2
1.92,2
1.81,2
1.97,2
2.1,2
1.97,2
1.99,2
2.11,2
2.02,2
1.94,2
1.84,2
1.78,2
1.8,2
1.83,2
1.8,2
1.79,2
1.71,2
1.72,2
1.65,2
1.76,2
1.85,2
1.84,2
1.75,2
1.73,2
1.79,2
1.91,2
1.95,2
2.14,2
2.07,2
1.97,2
1.91,2
1.89,2
1.94,2
1.93,2
1.97,2
1.85,2
1.83,2
1.73,2
1.82,2
1.97,2
2.04,2
2.02,2
2.07,2
2.05,2
2.14,2
2.05,2
1.98,2
1.96,2
1.87,2
1.82,2
1.76,2
1.69,2
1.66,2
1.59,2
1.54,2
1.52,2
1.46,2
1.43,2
1.5,2
1.56,2
1.65,2
1.63,2
1.61,2
1.68,2
1.78,2
1.71,2
1.67,2
1.58,2
1.49,2
1.41,2
1.35,2
1.37,2
1.44,2
1.5,2
1.47,2
1.41,2
1.34,2
1.33,2
1.36,2
1.29,2
1.27,2
1.22,2
1.18,2
1.17,2
1.14,2
1.08,2
1.03,2
1.09,2
1.17,2
1.15,2
1.19,2
1.22,2
1.33,2
1.46,2
1.4,2
1.41,2
1.37,2
1.35,2
1.3,2
1.36,2
1.47,2
1.48,2
1.4,2
1.39,2
1.35,2
1.32,2
1.33,2
1.34,2
1.29,2
1.34,2
1.31,2
1.34,2
1.45,2
1.45,2
1.37,2
1.3,2
1.34,2
1.33,2
1.33,2
1.27,2
1.26,2
1.29,2
1.35,2
1.37,2
1.38,2
1.34,2
1.38,2
1.36,2
1.36,2
1.32,2
1.38,2
1.32,2
1.26,2
1.26,2
1.26,2
1.3,2
1.33,2
1.32,2
1.32,2
1.24,2
1.25,2
1.22,2
1.23,2
1.33,2
1.33,2
1.39,2
1.4,2
1.34,2
1.32,2
1.3,2
1.36,2
1.3,2
1.3,2
1.29,2
1.27,2
1.22,2
1.2,2
1.23,2
1.34,2
1.28,2
1.2,2
1.2,2
1.16,2
1.2,2
1.23,2
1.26,2
1.27,2
1.29,2
1.27,2
1.27,2
1.39,2
1.5,2
1.45,2
1.35,2
1.34,2
1.31,2
1.25,2
1.23,2
1.29,2
1.28,2
1.26,2
1.27,2
1.2,2
1.24,2
1.27,2
1.32,2
1.31,2
1.25,2
1.34,2
1.35,2
1.37,2
1.41,2
1.43,2
1.33,2
1.26,2
1.26,2
1.22,2
1.43,2
1.52,2
1.56,2
1.45,2
1.4,2
1.31,2
1.23,2
1.19,2
1.16,2
1.11,2
1.2,2
1.21,2
1.28,2
1.3,2
1.31,2
1.32,2
1.32,2
1.3,2
1.25,2
1.24,2
1.3,2
1.41,2
1.34,2
1.33,2
1.33,2
1.46,2
1.44,2
1.47,2
1.4,2
1.31,2
1.21,2
1.17,2
1.15,2
1.08,2
1.07,2
1.16,2
1.13,2
1.11,2
1.07,2
1.09,2
1.11,2
1.07,2
1.06,2
1.07,2
1.09,2
1.07,2
1.08,2
1.04,2
1,2
0.96,2
0.95,2
0.97,2
1.06,2
1.09,2
1.12,2
1.17,2
1.19,2
1.2,2
1.19,2
1.14,2
1.11,2
1.12,2
1.1,2
1.07,2
1.02,2
1.01,2
1.03,2
1.02,2
1.09,2
1.09,2
1.1,2
1.09,2
1.1,2
1.09,2
1.07,2
1.1,2
1.18,2
1.31,2
1.28,2
1.29,2
1.29,2
1.29,2
1.29,2
1.31,2
1.31,2
1.26,2
1.23,2
1.21,2
1.17,2
1.13,2
1.11,2
1.07,2
1.05,2
1.02,2
0.98,2
1.02,2
1.03,2
1.04,2
1.05,2
1.04,2
1.04,2
1.01,2
1,2
1.04,2
1.07,2
1.16,2
1.17,2
1.23,2
1.33,2
1.35,2
1.4,2
1.42,2
1.41,2
1.42,2
1.47,2
1.72,2
1.96,2
1.88,2
1.95,2
1.95,2
1.85,2
1.73,2
1.67,2
1.6,2
1.66,2
1.67,2
1.63,2
1.74,2
1.86,2
1.81,2
1.87,2
1.93,2
1.82,2
1.77,2
1.74,2
1.92,2
1.99,2
2.05,2
1.98,2
1.89,2
1.78,2
1.77,2
1.7,2
1.77,2
1.69,2
1.79,2
1.8,2
1.77,2
1.79,2
1.76,2
1.7,2
1.68,2
1.95,2
2,2
1.92,2
1.87,2
1.86,2
1.84,2
1.82,2
1.83,2
1.82,2
2.01,2
2.28,2
2.27,2
2.31,2
2.36,2
2.34,2
2.37,2
2.33,2
2.28,2
2.36,2
2.47,2
2.29,2
2.14,2
2.05,2
2.33,2
2.53,2
2.44,2
2.48,2
2.36,2
2.34,2
2.43,2
2.42,2
2.5,2
2.49,2
2.8,2
3.1,2
3.18,2
3.15,2
3.16,2
2.93,2
3.05,2
3.24,2
3.49,2
3.22,2
2.98,2
3.11,2
3.24,2
3.23,2
3.02,2
3.6,2
3.98,2
3.91,2
3.59,2
3.37,2
3.32,2
3.31,2
3.07,2
2.93,2
3,2
3,2
3.09,2
3.11,2
2.9,2
3.51,2
3.83,2
3.85,2
3.6,2
3.48,2
3.33,2
3.23,2
3.11,2
2.94,2
2.81,2
3.06,2
3.4,2
3.34,2
3.17,2
3.04,2
3.17,2
3.31,2
3.17,2
3.02,2
2.88,2
2.78,2
2.7,2
2.74,2
2.7,2
2.76,2
2.63,2
2.53,2
2.52,2
2.47,2
2.31,2
2.17,2
2,2
1.88,2
2.21,2
2.54,2
