0.05,0,2
0.05,0.11,2
0.09,0.02,2
0.13,0.04,2
0.08,0.01,2
0.06,0.03,2
0.09,0,2
0.06,0,2
0.14,0.06,2
0.12,0.08,2
0.14,0.05,2
0.14,0.03,2
0.13,0,2
0.05,0,2
0.05,0,2
0.04,0,2
0.09,0,2
0.08,0,2
0.14,0.14,2
0.04,0.01,2
0.09,0,2
0.06,0.05,2
0.11,0.06,2
0.04,0.17,2
0.06,0,2
0.08,0.11,2
0.04,0,2
0.1,0.05,2
0.08,0,2
0.09,0.05,2
0.14,0.05,2
0.09,0,2
0.04,0,2
0.13,0.04,2
0.08,0,2
0.1,0,2
0.07,0.01,2
0.14,0.01,2
0.05,0,2
0.04,0.09,2
0.06,0,2
0.07,0,2
0.11,0,2
0.14,0,2
0.03,0.03,2
0.1,0,2
0.06,0,2
0.13,0.13,2
0.07,0.04,2
0.05,0,2
0.06,0.03,2
0.14,0.08,2
0.06,0,2
0.08,0,2
0.05,0.09,2
0.07,0,2
0.06,0.11,2
0.09,0.01,2
0.1,0,2
0.07,0.06,2
0.06,0,2
0.05,0,2
0.09,0,2
0.14,0,2
0.12,0.01,2
0.14,0,2
0.08,0.04,2
0.14,0.01,2
0.06,0.03,2
0.05,0,2
0.08,0.01,2
0.11,0.07,2
0.07,0.04,2
0.09,0.01,2
0.14,0,2
0.07,0,2
0.08,0,2
0.06,0.09,2
0.08,0.04,2
0.05,0,2
0.07,0.02,2
0.07,0.12,2
0.07,0.11,2
0.13,0,2
0.04,0,2
0.08,0,2
0.08,0.54,2
0.11,0.08,2
0.05,0,2
0.14,0,2
0.1,0,2
0.08,0,2
0.04,0,2
0.1,0.04,2
0.12,0,2
0.08,0,2
0.12,0,2
0.04,0,2
0.08,0.18,2
0.05,0,2
0.06,0,2
0.07,0.21,2
0.08,0,2
0.14,0,2
0.07,0.15,2
0.04,0.11,2
0.14,0,2
0.09,0.13,2
0.09,0,2
0.12,0.12,2
0.12,0,2
0.12,0.06,2
0.06,0.05,2
0.08,0,2
0.04,0,2
0.07,0,2
0.09,0.1,2
0.06,0,2
0.08,0.01,2
0.13,0,2
0.09,0.05,2
0.08,0,2
0.14,0.08,2
0.1,0.05,2
0.1,0,2
0.08,0,2
0.1,0.11,2
0.08,0.05,2
0.13,0,2
0.13,0.22,2
0.08,0.02,2
0.13,0,2
0.05,0,2
0.05,0.14,2
0.04,0.12,2
0.14,0.03,2
0.07,0,2
0.14,0.09,2
0.12,0.19,2
0.1,0.01,2
0.11,0,2
0.09,0,2
0.1,0.07,2
0.14,0,2
0.07,0.08,2
0.08,0.07,2
0.09,0.04,2
0.06,0,2
0.08,0.09,2
0.06,0.29,2
0.14,0,2
0.09,0,2
0.07,0.05,2
0.1,0.04,2
0.05,0.07,2
0.07,0,2
0.1,0,2
0.06,0.09,2
0.08,0,2
0.04,0,2
0.1,0,2
0.06,0,2
0.1,0,2
0.08,0,2
0.05,0,2
0.1,0,2
0.07,0.01,2
0.06,0,2
0.09,0,2
0.06,0,2
0.11,0,2
0.11,0.25,2
0.11,0,2
0.1,0,2
0.08,0.09,2
0.08,0.21,2
0.09,0.2,2
0.12,0,2
0.13,0,2
0.06,0,2
0.05,0.07,2
0.09,0,2
0.14,0,2
0.06,0.09,2
0.07,0,2
0.06,0.02,2
0.06,0.1,2
0.12,0,2
0.09,0,2
0.1,0.2,2
0.06,0.01,2
0.14,0,2
0.08,0.02,2
0.1,0,2
0.11,0.06,2
0.05,0.13,2
0.05,0.02,2
0.08,0.02,2
0.1,0,2
0.11,0.06,2
0.05,0.13,2
0.05,0.02,2
0.12,0,2
0.04,0,2
0.09,0.01,2
0.04,0.08,2
0.11,0,2
0.07,0.03,2
0.1,0,2
0.09,0,2
0.06,0.08,2
0.07,0,2
0.04,0.07,2
0.08,0.04,2
0.1,0.02,2
0.1,0,2
0.08,0,2
0.03,0.03,2
0.04,0.03,2
0.05,0,2
0.05,0.07,2
0.12,0.05,2
0.09,0,2
0.05,0.04,2
0.06,0.04,2
0.09,0.07,2
0.11,0.09,2
0.13,0,2
0.04,0.17,2
0.14,0,2
0.09,0,2
0.07,0,2
0.07,0.2,2
0.13,0.07,2
0.12,0,2
0.04,0,2
0.1,0.13,2
0.08,0,2
0.09,0,2
0.11,0,2
0.14,0,2
0.05,0.12,2
0.06,0,2
0.11,0.01,2
0.1,0.09,2
0.09,0,2
0.08,0,2
0.1,0.1,2
0.04,0,2
0.09,0,2
0.12,0,2
0.14,0,2
0.05,0,2
0.11,0.02,2
0.08,0,2
0.04,0.11,2
0.05,0.04,2
0.14,0,2
0.13,0.09,2
0.06,0,2
0.04,0.08,2
0.08,0,2
0.06,0,2
0.05,0,2
0.05,0,2
0.06,0.03,2
0.08,0.09,2
0.08,0.07,2
0.09,0,2
0.1,0,2
0.04,0,2
0.05,0.04,2
0.04,0.01,2
0.09,0,2
0.1,0,2
0.11,0,2
0.13,0,2
0.09,0.02,2
0.04,0.02,2
0.05,0,2
0.13,0,2
0.08,0,2
0.12,0,2
0.06,0.02,2
0.04,0,2
0.04,0,2
0.1,0,2
0.1,0.14,2
0.06,0.01,2
0.1,0,2
0.14,0.01,2
0.05,0.08,2
0.07,0,2
0.14,0.08,2
0.08,0,2
0.09,0,2
0.07,0.19,2
0.12,0,2
0.1,0,2
0.04,0,2
0.09,0,2
0.06,0,2
0.05,0,2
0.04,0.05,2
0.14,0,2
0.07,0.11,2
0.07,0,2
0.09,0,2
0.05,0,2
0.07,0,2
0.13,0,2
0.05,0.17,2
0.07,0,2
0.12,0,2
0.06,0,2
0.07,0.1,2
0.07,0.39,2
0.05,0,2
0.13,0,2
0.09,0,2
0.07,0,2
0.08,0.15,2
0.08,0,2
0.13,0.02,2
0.07,0,2
0.09,0.26,2
0.06,0,2
0.04,0,2
0.05,0.18,2
0.12,0,2
0.11,0,2
0.08,0.09,2
0.14,0,2
0.13,0,2
0.1,0.21,2
0.04,0,2
0.14,0.02,2
0.1,0,2
0.08,0,2
0.06,0.08,2
0.14,0,2
0.09,0,2
0.07,0.28,2
0.12,0,2
0.06,0,2
0.06,0,2
0.08,0.03,2
0.07,0.09,2
0.12,0,2
0.06,0,2
0.05,0,2
0.06,0,2
0.13,0,2
0.04,0,2
0.05,0,2
0.07,0.01,2
0.08,0.04,2
0.09,0.04,2
0.14,0,2
0.09,0,2
0.09,0.01,2
0.04,0.03,2
0.07,0,2
0.14,0,2
0.06,0.1,2
0.04,0.11,2
0.07,0.16,2
0.07,0.01,2
0.09,0,2
0.05,0.01,2
0.13,0,2
0.07,0,2
0.1,0,2
0.13,0.04,2
0.07,0.09,2
0.13,0,2
0.11,0,2
0.08,0.09,2
0.09,0.21,2
0.04,0,2
0.08,0.12,2
0.1,0,2
0.07,0.11,2
0.09,0.17,2
0.14,0.03,2
0.04,0.02,2
0.08,0,2
0.07,0,2
0.04,0.01,2
0.05,0.01,2
0.12,0.18,2
0.07,0,2
0.13,0,2
0.06,0.1,2
0.07,0.09,2
0.06,0,2
0.05,0.02,2
0.1,0,2
0.08,0,2
0.05,0.05,2
0.04,0,2
0.13,0,2
0.06,0.15,2
0.06,0.2,2
0.1,0.02,2
0.09,0.05,2
0.06,0.01,2
0.06,0.05,2
0.05,0.01,2
0.04,0.01,2
0.13,0.01,2
0.08,0.01,2
0.07,0.13,2
0.09,0.02,2
0.05,0,2
0.11,0.03,2
0.07,0.17,2
0.07,0,2
0.13,0,2
0.05,0.23,2
0.07,0.03,2
0.04,0.08,2
0.04,0.04,2
0.05,0,2
0.1,0,2
0.13,0.05,2
0.14,0.19,2
0.06,0.11,2
0.09,0,2
0.07,0,2
0.12,0,2
0.06,0,2
0.12,0,2
0.06,0.04,2
0.05,0.2,2
0.14,0.07,2
0.08,0.05,2
0.1,0,2
0.07,0.18,2
0.06,0.13,2
0.1,0.21,2
0.14,0.01,2
0.09,0,2
0.06,0,2
0.13,0,2
0.08,0,2
0.14,0,2
0.14,0,2
0.12,0,2
0.14,0.07,2
0.05,0,2
0.1,0,2
0.06,0,2
0.05,0,2
0.07,0,2
0.1,0,2
0.04,0,2
0.08,0,2
0.12,0,2
0.06,0.1,2
0.05,0,2
0.06,0,2
0.06,0,2
0.05,0.05,2
0.04,0,2
0.09,0,2
0.13,0,2
0.1,0,2
0.06,0,2
0.05,0,2
0.08,0,2
0.07,0.07,2
0.14,0,2
0.06,0,2
0.07,0,2
