0.20,0.00
0.28,0.00
0.86,0.11
0.15,0.00
0.15,0.00
0.23,0.00
0.12,0.00
0.07,0.00
0.13,0.00
0.22,0.07
0.27,0.00
0.20,0.00
0.28,0.00
0.86,0.11
0.15,0.00
0.15,0.00
0.64,0.00
0.49,0.22
0.46,0.00
0.09,0.00
0.12,0.05
0.11,0.00
0.09,0.01
0.12,0.05
0.32,0.23
0.55,0.00
1.36,0.55
1.03,0.00
0.75,0.56
0.08,0.00
0.19,0.00
0.50,0.21
0.39,0.02
0.61,0.12
0.20,0.00
0.29,0.00
0.22,0.02
0.50,0.12
1.07,0.09
0.18,0.00
0.74,0.03
0.13,0.00
0.16,0.07
0.14,0.00
0.84,0.02
0.17,0.31
0.24,0.00
1.12,0.03
0.21,0.09
0.36,0.24
0.32,0.01
0.38,0.06
0.98,0.12
0.40,0.00
0.14,0.18
0.96,0.23
0.55,0.31
0.16,0.00
0.48,0.04
0.22,0.21
0.19,0.00
0.86,0.00
0.32,0.00
0.49,0.23
0.63,0.13
0.36,0.27
0.12,0.14
0.15,0.00
0.40,0.17
0.38,0.10
0.07,0.00
0.53,0.04
0.05,0.00
0.14,0.58
0.10,0.22
0.72,0.25
0.47,0.04
0.93,1.20
0.19,0.00
0.07,0.24
0.57,0.00
0.13,0.00
0.25,0.04
0.26,0.00
0.09,0.00
0.16,0.07
0.31,0.03
0.49,0.02
0.21,0.00
0.07,0.00
0.23,0.00
0.80,0.00
0.06,0.11
0.15,0.08
0.55,0.14
0.22,0.00
0.36,0.10
0.60,0.09
0.15,0.01
0.25,0.00
0.59,0.00
0.18,0.43
0.25,0.17
0.16,0.29
0.15,0.00
0.30,0.27
0.92,0.00
0.08,0.00
0.04,0.00
0.13,0.00
0.22,0.00
0.19,0.00
0.57,0.00
0.11,0.03
0.31,0.11
0.22,0.16
0.14,0.03
0.14,0.00
0.44,0.33
0.75,0.00
0.45,0.14
0.26,0.09
0.25,0.00
0.15,0.42
0.18,0.03
0.27,0.16
0.44,0.10
0.15,0.00
0.20,0.09
0.10,0.00
0.09,0.00
0.27,0.00
0.13,0.00
0.15,0.09
1.01,0.42
0.21,0.00
0.46,0.03
0.52,0.00
0.09,0.17
0.80,0.07
0.48,0.03
0.34,0.08
0.24,0.21
0.51,0.07
0.07,0.04
0.55,0.00
0.43,0.25
0.39,0.04
0.20,0.36
0.83,0.24
0.08,0.43
0.15,0.00
0.14,0.00
0.46,0.00
0.66,0.00
0.14,0.00
0.79,0.02
0.84,0.08
0.14,0.12
0.54,0.26
0.88,0.00
0.53,0.20
0.08,0.00
0.14,0.25
0.14,0.08
0.04,0.00
0.23,0.04
0.65,0.00
0.27,0.28
0.13,0.00
0.70,0.00
0.22,0.00
0.11,0.00
0.08,0.02
0.88,0.21
0.31,0.00
0.40,0.00
0.22,0.02
0.30,0.00
0.72,0.03
0.29,0.00
0.65,0.18
0.08,0.00
0.59,0.00
0.11,0.00
0.17,0.23
0.14,0.00
0.43,0.03
0.53,0.05
0.62,0.13
0.36,0.00
0.15,0.00
0.21,0.00
0.04,0.01
0.20,0.00
0.14,0.00
0.35,0.00
0.29,0.01
0.05,0.00
0.08,0.00
0.20,0.00
0.18,0.00
0.30,0.00
0.10,0.08
0.22,0.01
0.28,0.00
0.27,0.04
0.87,0.05
0.47,0.00
0.06,0.07
0.11,0.23
0.27,0.00
0.07,0.07
0.09,0.21
0.14,0.10
0.10,0.08
0.13,0.17
0.29,0.00
0.07,0.00
0.04,0.08
0.04,0.00
0.12,0.00
0.56,0.00
0.56,0.37
0.49,0.00
0.32,0.00
0.21,0.13
0.12,0.00
0.04,0.22
0.16,0.00
0.38,0.00
0.06,0.00
0.60,0.05
0.35,0.20
0.08,0.21
0.21,0.11
0.09,0.00
0.63,0.00
0.13,0.04
0.56,0.03
0.13,0.26
0.22,0.18
0.45,0.09
0.25,0.00
0.11,0.11
0.30,0.07
0.27,0.00
0.10,0.33
0.07,0.12
0.43,0.09
0.18,0.00
0.74,0.09
0.15,0.00
0.30,0.00
0.07,0.27
0.06,0.00
0.05,0.00
0.51,0.09
0.63,0.18
0.33,0.01
1.01,0.07
0.22,0.56
1.08,0.01
0.07,0.00
0.31,0.00
0.53,0.17
0.48,0.53
0.34,0.05
0.44,0.00
0.40,0.03
0.20,0.00
0.39,0.09
0.23,0.00
0.14,0.00
0.57,0.01
0.70,0.25
0.50,0.00
0.30,0.04
0.56,0.03
0.94,0.00
0.36,0.10
0.08,0.03
0.58,0.00
0.41,0.00
0.04,0.19
2.04,0.48
0.39,0.00
0.14,0.00
0.11,0.13
0.96,0.21
0.11,0.36
0.04,0.00
0.23,0.07
0.88,0.13
0.10,0.00
1.18,0.07
0.26,0.12
0.19,0.08
0.74,0.16
0.22,0.00
0.19,0.36
0.26,0.07
